IR,QC,QD,Tavg,Tmin,Tmax,chargetime,cycle,battery_id,cycle_life,C1,Q1,C2
0.016553117,1.0803441,1.0806205,32.073274952249776,30.221508,34.208,11.525076666667395,89.0,b1c36,704.0,7.0,40.0,3.0
0.01655498,1.0803437,1.0806261,32.06460357904239,30.195452,34.149216,11.608181666667225,90.0,b1c36,704.0,7.0,40.0,3.0
0.016560907,1.0802919,1.0805516,32.08254124773961,30.184559,34.178566,11.52421833333307,91.0,b1c36,704.0,7.0,40.0,3.0
0.016553037,1.0802792,1.0805589,32.074976282882844,30.232676,34.159428,11.608050000000125,92.0,b1c36,704.0,7.0,40.0,3.0
0.016544914,1.0802584,1.0805253,32.09405288979971,30.194847,34.28299,11.607996666667168,93.0,b1c36,704.0,7.0,40.0,3.0
0.016543642,1.0799229,1.0804725,32.14986335675184,30.303675,34.247616,11.607913333332789,94.0,b1c36,704.0,7.0,40.0,3.0
0.016551916,1.0801914,1.0804385,32.15868654725473,30.264078,34.239944,11.524524999999752,95.0,b1c36,704.0,7.0,40.0,3.0
0.016556902,1.0801221,1.0804145,32.18267308751135,30.292809,34.346291,11.524831666667405,96.0,b1c36,704.0,7.0,40.0,3.0
0.016568841,1.0800999,1.0803418,32.08794277326104,30.237226,34.265869,11.524441666667313,97.0,b1c36,704.0,7.0,40.0,3.0
0.016565427,1.080061,1.0802974,32.05946698905114,30.206268,34.302094,11.608198333333712,98.0,b1c36,704.0,7.0,40.0,3.0
0.016559033,1.079999,1.0802134,32.07546683606556,30.156649,34.120125,11.524828333333913,99.0,b1c36,704.0,7.0,40.0,3.0
0.016568536,1.0799665,1.0802411,32.04964603644441,30.249954,34.234818,11.524375000000388,100.0,b1c36,704.0,7.0,40.0,3.0
0.016576774,1.0799239,1.0801983,32.04766030984644,30.166096,34.184658,11.524375000000388,101.0,b1c36,704.0,7.0,40.0,3.0
0.016607935,1.0751489,1.0748194,32.83489670502272,30.206469,35.589817,11.607248333333336,2.0,b1c37,648.0,7.0,40.0,3.0
0.016576257,1.0761684,1.076063,32.826327449999994,30.184851,35.640385,11.607250000000022,3.0,b1c37,648.0,7.0,40.0,3.0
0.016549986,1.0768263,1.0766596,32.83277507837829,30.207441,35.571461,11.52434,4.0,b1c37,648.0,7.0,40.0,3.0
0.016546713,1.0772606,1.0771673,32.798967067889976,30.279665,35.605118,11.608036666666704,5.0,b1c37,648.0,7.0,40.0,3.0
0.016531218,1.0775251,1.0774544,32.84492311020038,30.246267,35.64579,11.525085000000036,6.0,b1c37,648.0,7.0,40.0,3.0
0.016514014,1.0777885,1.077722,32.87477644576116,30.36055,35.698196,11.607699999999992,7.0,b1c37,648.0,7.0,40.0,3.0
0.016494701,1.077999,1.0779625,32.83920436197428,30.286045,35.548374,11.523890000000028,8.0,b1c37,648.0,7.0,40.0,3.0
0.016485637,1.0772995,1.0781716,32.83549213771374,30.240635,35.61076,11.5243266666667,9.0,b1c37,648.0,7.0,40.0,3.0
0.016478464,1.0783607,1.0783199,32.87022929981884,30.258244,35.623032,11.607113333333352,10.0,b1c37,648.0,7.0,40.0,3.0
0.016454976,1.0784566,1.0784283,32.87004515847,30.301361,35.650757,11.607615000000076,11.0,b1c37,648.0,7.0,40.0,3.0
0.016462835,1.0784945,1.0784422,32.9099793925658,30.322174,35.667767,11.60718333333328,12.0,b1c37,648.0,7.0,40.0,3.0
0.016451977,1.0784895,1.0784914,32.89366043339421,30.294975,35.730427,11.607640000000051,13.0,b1c37,648.0,7.0,40.0,3.0
0.016458318,1.0785254,1.0773222,32.91071696832576,30.237982,35.672928,11.523926666666618,14.0,b1c37,648.0,7.0,40.0,3.0
0.016457954,1.0784954,1.0785298,32.78108208018019,30.059443,35.654896,11.6074766666666,15.0,b1c37,648.0,7.0,40.0,3.0
0.016456561,1.0785099,1.0785834,32.769746959927154,30.14329,35.622692,11.524278333333251,16.0,b1c37,648.0,7.0,40.0,3.0
0.016462319,1.0785395,1.078631,32.801309044036664,30.216413,35.582809,11.524443333333329,17.0,b1c37,648.0,7.0,40.0,3.0
0.016456543,1.0785322,1.0786072,32.757866802702736,30.097486,35.637913,11.524456666666689,18.0,b1c37,648.0,7.0,40.0,3.0
0.016456887,1.0785699,1.0786502,32.74305088747728,30.141367,35.586437,11.524431666666594,19.0,b1c37,648.0,7.0,40.0,3.0
0.016453527,1.0785121,1.078655,32.75166433425169,30.123205,35.661633,11.52475000000001,20.0,b1c37,648.0,7.0,40.0,3.0
0.016456656,1.0785657,1.0786675,32.76482239461468,29.988958,35.732178,11.607741666666698,21.0,b1c37,648.0,7.0,40.0,3.0
0.016461901,1.078585,1.0786946,32.78768685700758,30.153227,35.725956,11.607821666666617,22.0,b1c37,648.0,7.0,40.0,3.0
0.016466809,1.0785612,1.0786744,32.81306986762068,30.039343,35.846401,11.524655000000106,23.0,b1c37,648.0,7.0,40.0,3.0
0.01646786,1.0785476,1.0786538,32.981472790322606,30.329496,35.806618,11.607754999999935,24.0,b1c37,648.0,7.0,40.0,3.0
0.016482977,1.0785615,1.0786886,32.88523699816509,30.193001,35.881355,11.524171666666613,25.0,b1c37,648.0,7.0,40.0,3.0
0.016476911,1.0776491,1.0786824,32.87813598398572,30.133192,35.817501,11.52429666666673,26.0,b1c37,648.0,7.0,40.0,3.0
0.016478514,1.0785272,1.0786811,32.79716005153709,30.046045,35.708717,11.52431333333346,27.0,b1c37,648.0,7.0,40.0,3.0
0.016473576,1.0786024,1.0786976,32.864963748837226,30.169428,35.775852,11.524248333333285,28.0,b1c37,648.0,7.0,40.0,3.0
0.016477333,1.0785902,1.0787258,32.90784199726531,30.12664,35.891422,11.607870000000064,29.0,b1c37,648.0,7.0,40.0,3.0
0.016481452,1.0785856,1.0787003,32.876165794570134,30.177011,35.845024,11.607583333333364,30.0,b1c37,648.0,7.0,40.0,3.0
0.016485706,1.0785592,1.0774906,32.93666109074408,30.261501,35.940651,11.60746166666674,31.0,b1c37,648.0,7.0,40.0,3.0
0.016493011,1.0785986,1.0787091,32.9064937417337,30.31378,35.82214,11.524068333333222,32.0,b1c37,648.0,7.0,40.0,3.0
0.016495081,1.0786008,1.0786984,32.88630854718688,30.228815,35.908474,11.52399000000005,33.0,b1c37,648.0,7.0,40.0,3.0
0.016498275,1.0785823,1.0787129,32.91231326354443,30.16712,35.894417,11.607650000000042,34.0,b1c37,648.0,7.0,40.0,3.0
0.016499711,1.0786004,1.078703,32.92090676169069,30.189734,35.852802,11.607496666666702,35.0,b1c37,648.0,7.0,40.0,3.0
0.016500767,1.0786029,1.0787079,32.89010246750899,30.25453,35.899315,11.607598333333348,36.0,b1c37,648.0,7.0,40.0,3.0
0.01650697,1.0785398,1.0787163,32.94102182001826,30.269102,35.915688,11.607438333333508,37.0,b1c37,648.0,7.0,40.0,3.0
0.016501071,1.0786016,1.0787128,32.95303826194852,30.317368,35.899456,11.607360000000092,38.0,b1c37,648.0,7.0,40.0,3.0
0.016511984,1.0785991,1.0786955,32.920744834234185,30.337931,35.890728,11.607766666666672,39.0,b1c37,648.0,7.0,40.0,3.0
0.016511418,1.0785882,1.0787122,32.93697678696049,30.342247,35.984859,11.524609999999909,40.0,b1c37,648.0,7.0,40.0,3.0
0.01651939,1.0785042,1.0786238,32.97429645049953,30.406519,35.999344,11.524616666666892,41.0,b1c37,648.0,7.0,40.0,3.0
0.016522776,1.078522,1.0786607,32.97379656454543,30.364574,35.842834,11.524269999999769,42.0,b1c37,648.0,7.0,40.0,3.0
0.016532976,1.0775958,1.0786549,32.814461829944534,30.211441,35.84671,11.524579999999938,43.0,b1c37,648.0,7.0,40.0,3.0
0.016530421,1.0784651,1.0786166,32.77860204003642,30.170376,35.680885,11.524645000000117,44.0,b1c37,648.0,7.0,40.0,3.0
0.01652192,1.0784829,1.0786062,32.84269556882411,30.197903,35.857426,11.524328333333443,45.0,b1c37,648.0,7.0,40.0,3.0
0.016525125,1.0784451,1.0786067,32.779148519160685,30.149593,35.777794,11.607719999999972,46.0,b1c37,648.0,7.0,40.0,3.0
0.016540263,1.0784267,1.0786139,32.81820639765553,30.052801,35.816948,11.524381666666889,47.0,b1c37,648.0,7.0,40.0,3.0
0.016532049,1.0784554,1.0773886,32.86608798252082,30.21191,35.925877,11.60754333333316,48.0,b1c37,648.0,7.0,40.0,3.0
0.016536599,1.0784218,1.0785834,32.835847731153535,30.156513,35.94183,11.524391666666876,49.0,b1c37,648.0,7.0,40.0,3.0
0.016512562,1.078606,1.0787735,33.241326214479585,30.583717,36.381767,11.60781999999987,50.0,b1c37,648.0,7.0,40.0,3.0
0.016415417,1.0788144,1.0789655,33.67283657012741,31.116978,36.827698,11.524471666666797,51.0,b1c37,648.0,7.0,40.0,3.0
0.016364207,1.0789796,1.0791242,33.94019355323025,31.270027,36.993626,11.524615000000146,52.0,b1c37,648.0,7.0,40.0,3.0
0.016328497,1.0790923,1.0792633,34.023244050632854,31.339832,36.923317,11.524391666666393,53.0,b1c37,648.0,7.0,40.0,3.0
0.016318144,1.0791014,1.0792918,33.98607384450653,31.329197,36.837986,11.524764999999997,54.0,b1c37,648.0,7.0,40.0,3.0
0.01638544,1.0786762,1.0788085,33.33920543013694,30.508812,36.368328,11.60760166666684,55.0,b1c37,648.0,7.0,40.0,3.0
0.016547112,1.0782921,1.0784785,32.946563460766384,30.211113,36.01952,11.608088333333338,56.0,b1c37,648.0,7.0,40.0,3.0
0.01655153,1.0782484,1.078389,32.959072664516135,30.170376,36.003841,11.524333333333198,57.0,b1c37,648.0,7.0,40.0,3.0
0.016559677,1.0781511,1.0783616,32.916086829223765,30.145615,36.127975,11.608059999999629,58.0,b1c37,648.0,7.0,40.0,3.0
0.016556645,1.0781448,1.0783273,32.94768793033912,30.158766,36.129852,11.607753333332948,59.0,b1c37,648.0,7.0,40.0,3.0
0.016558923,1.0772333,1.0783263,32.95458832469938,30.127562,36.115261,11.524314999999964,60.0,b1c37,648.0,7.0,40.0,3.0
0.016567893,1.0780721,1.0782512,32.957987800925935,30.137936,36.097145,11.524393333333135,61.0,b1c37,648.0,7.0,40.0,3.0
0.016568691,1.0780609,1.0781986,32.994379113533135,30.243551,36.176781,11.524141666666644,62.0,b1c37,648.0,7.0,40.0,3.0
0.016566947,1.0780017,1.0781596,32.955892167125896,30.174557,36.166893,11.608074999999856,63.0,b1c37,648.0,7.0,40.0,3.0
0.016571406,1.0779425,1.0781298,32.98912836330274,30.171072,36.203796,11.52411333333342,64.0,b1c37,648.0,7.0,40.0,3.0
0.016581234,1.0778172,1.0768802,33.01017646666664,30.197168,36.194916,11.5256733333333,65.0,b1c37,648.0,7.0,40.0,3.0
0.016589234,1.0778873,1.0780566,33.02441375974025,30.192366,36.172295,11.607699999999992,66.0,b1c37,648.0,7.0,40.0,3.0
0.016590109,1.0778714,1.0780436,32.995094900656035,30.160688,36.283524,11.60775500000018,67.0,b1c37,648.0,7.0,40.0,3.0
0.016588824,1.0778086,1.0779868,32.99583911985019,30.252493,36.22929,11.524671666666594,68.0,b1c37,648.0,7.0,40.0,3.0
0.016603788,1.0777496,1.0779625,32.91451032830191,30.091034,36.182102,11.524781666666968,69.0,b1c37,648.0,7.0,40.0,3.0
0.016598005,1.0777578,1.0779452,32.947920435261786,30.14307,36.17794,11.524621666666643,70.0,b1c37,648.0,7.0,40.0,3.0
0.016599357,1.0776964,1.0779158,32.92516962373496,30.179005,36.115963,11.607556666666644,71.0,b1c37,648.0,7.0,40.0,3.0
0.016604774,1.0777096,1.0778847,32.91670765451218,30.193111,36.121063,11.60743999999977,72.0,b1c37,648.0,7.0,40.0,3.0
0.016609328,1.0776786,1.0778587,32.92025140164681,30.173868,36.160423,11.607711666666727,73.0,b1c37,648.0,7.0,40.0,3.0
0.016624643,1.0776268,1.0778339,32.8624353074142,30.131569,36.108044,11.52465999999986,74.0,b1c37,648.0,7.0,40.0,3.0
0.016621269,1.0776306,1.0777999,32.89522439835914,30.103739,36.113789,11.524556666666466,75.0,b1c37,648.0,7.0,40.0,3.0
0.016634986,1.0775717,1.0777122,32.87888341998157,30.136112,36.171986,11.5251866666668,76.0,b1c37,648.0,7.0,40.0,3.0
0.016624156,1.0772461,1.0777344,32.88384203534885,30.180597,36.188961,11.524020000000018,77.0,b1c37,648.0,7.0,40.0,3.0
0.0166253,1.0775225,1.0776854,32.90610170921988,30.202438,36.219448,11.524341666666926,78.0,b1c37,648.0,7.0,40.0,3.0
0.016634071,1.077471,1.0776592,32.8834080220386,30.139492,36.226696,11.611393333333156,79.0,b1c37,648.0,7.0,40.0,3.0
0.016643025,1.077427,1.0776047,32.91361149725777,30.119905,36.199593,11.608335000000078,80.0,b1c37,648.0,7.0,40.0,3.0
0.01663705,1.0774163,1.0775789,32.93526161580885,30.138412,36.262928,11.607435000000017,81.0,b1c37,648.0,7.0,40.0,3.0
0.016639063,1.0773437,1.0775095,32.909276211000936,30.148401,36.221157,11.524833333334149,82.0,b1c37,648.0,7.0,40.0,3.0
0.016637655,1.077352,1.0775069,33.014847464968135,30.207258,36.335266,11.524263333333268,83.0,b1c37,648.0,7.0,40.0,3.0
0.016643513,1.0772723,1.0774448,32.959395820720765,30.19532,36.348866,11.607693333333009,84.0,b1c37,648.0,7.0,40.0,3.0
0.016648872,1.0772395,1.0774205,32.9887505119927,30.174486,36.23027,11.52447833333378,85.0,b1c37,648.0,7.0,40.0,3.0
0.016642075,1.0772057,1.0773113,33.008451166202384,30.286989,36.380039,11.524193333333823,86.0,b1c37,648.0,7.0,40.0,3.0
0.016649742,1.0771263,1.0773058,33.05491724862883,30.242914,36.41003,11.524421666667331,87.0,b1c37,648.0,7.0,40.0,3.0
0.016655292,1.0771039,1.0772825,33.0160191260274,30.193991,36.406082,11.524230000000292,88.0,b1c37,648.0,7.0,40.0,3.0
0.016660081,1.077063,1.0772604,33.02640842923221,30.173147,36.420876,11.607474999999976,89.0,b1c37,648.0,7.0,40.0,3.0
0.016656732,1.0770421,1.0772251,32.96587738398554,30.149761,36.403248,11.608099999999588,90.0,b1c37,648.0,7.0,40.0,3.0
0.016659198,1.0769951,1.0771841,32.99536859204445,30.185858,36.352722,11.524363333333168,91.0,b1c37,648.0,7.0,40.0,3.0
0.016657759,1.0769712,1.0771409,32.99561539513945,30.21966,36.408894,11.524161666666624,92.0,b1c37,648.0,7.0,40.0,3.0
0.016656669,1.076949,1.0771136,33.03141022747954,30.141342,36.468708,11.52437000000015,93.0,b1c37,648.0,7.0,40.0,3.0
0.016645372,1.0766041,1.0770733,33.06572708765659,30.233944,36.458054,11.524181666666603,94.0,b1c37,648.0,7.0,40.0,3.0
0.016659547,1.0768801,1.077042,33.0539400921409,30.225653,36.488262,11.523935000000831,95.0,b1c37,648.0,7.0,40.0,3.0
0.016669312,1.0768282,1.0769547,33.102314953678366,30.26775,36.587589,11.607626666666086,96.0,b1c37,648.0,7.0,40.0,3.0
0.01666919,1.0767155,1.0769221,32.97550398735314,30.195745,36.512016,11.60768166666676,97.0,b1c37,648.0,7.0,40.0,3.0
0.016668048,1.0767123,1.0768815,33.025861778293184,30.165733,36.531651,11.524483333333048,98.0,b1c37,648.0,7.0,40.0,3.0
0.016673977,1.0766602,1.0768373,33.013787816438374,30.154839,36.431,11.607688333333742,99.0,b1c37,648.0,7.0,40.0,3.0
0.016675115,1.0766187,1.0768065,32.98261618933824,30.214325,36.477547,11.6075416666669,100.0,b1c37,648.0,7.0,40.0,3.0
0.01668076,1.0766037,1.0767663,32.96442363085398,30.119644,36.447208,11.6075416666669,101.0,b1c37,648.0,7.0,40.0,3.0
0.016260354,1.0734044,1.0729513,33.52063488940962,30.4578,36.619118,10.192420000000007,2.0,b1c38,617.0,7.0,40.0,3.6
0.016216327,1.0745001,1.0740083,33.52751622488483,30.454857,36.721928,10.275475000000004,3.0,b1c38,617.0,7.0,40.0,3.6
0.016184255,1.0747448,1.0743377,33.51954907077196,30.428112,36.634331,10.276545000000018,4.0,b1c38,617.0,7.0,40.0,3.6
0.016186936,1.0750817,1.0748016,33.53070599011678,30.567444,36.650196,10.276315000000007,5.0,b1c38,617.0,7.0,40.0,3.6
0.016136996,1.0755012,1.0752445,33.51672299906808,30.422182,36.697262,10.194578333333387,6.0,b1c38,617.0,7.0,40.0,3.6
0.016119881,1.0758173,1.0755045,33.560158797794095,30.379047,36.725304,10.191515000000011,7.0,b1c38,617.0,7.0,40.0,3.6
0.01614666,1.075986,1.0757922,33.580335372093025,30.441738,36.74762,10.193719999999969,8.0,b1c38,617.0,7.0,40.0,3.6
0.016125089,1.0760696,1.0758859,33.56122210119591,30.42647,36.749508,10.194114999999996,9.0,b1c38,617.0,7.0,40.0,3.6
0.016120763,1.0763299,1.0760679,33.55645319216412,30.459719,36.783497,10.27523666666663,10.0,b1c38,617.0,7.0,40.0,3.6
0.016103169,1.0763669,1.0762513,33.624587972196515,30.457169,36.792427,10.276714999999967,11.0,b1c38,617.0,7.0,40.0,3.6
0.016105633,1.0764554,1.0762966,33.63909808771927,30.472361,36.784508,10.192416666666638,12.0,b1c38,617.0,7.0,40.0,3.6
0.016119672,1.0765387,1.0762979,33.618696349340894,30.482327,36.788891,10.192309999999996,13.0,b1c38,617.0,7.0,40.0,3.6
0.016120808,1.0764468,1.0763566,33.59993929990792,30.425827,36.795547,10.192785000000004,14.0,b1c38,617.0,7.0,40.0,3.6
0.016108232,1.0764118,1.0763847,33.51434798443223,30.430357,36.650253,10.19359333333341,15.0,b1c38,617.0,7.0,40.0,3.6
0.016121861,1.0765144,1.0764545,33.497404802044564,30.415735,36.661304,10.27514333333335,16.0,b1c38,617.0,7.0,40.0,3.6
0.0161223,1.0765543,1.0763295,33.51196756799263,30.390549,36.701126,10.192788333333253,17.0,b1c38,617.0,7.0,40.0,3.6
0.016098386,1.0766221,1.0764014,33.50840149772523,30.361303,36.751873,10.27549999999998,18.0,b1c38,617.0,7.0,40.0,3.6
0.016114799,1.0766163,1.0764349,33.46559372304836,30.294979,36.70602,10.192101666666591,19.0,b1c38,617.0,7.0,40.0,3.6
0.016146682,1.0765427,1.0764062,33.52192225660373,30.338234,36.750095,10.276488333333448,20.0,b1c38,617.0,7.0,40.0,3.6
0.016096238,1.0765896,1.0765978,33.52211027898203,30.443977,36.744442,10.19305666666672,21.0,b1c38,617.0,7.0,40.0,3.6
0.016117666,1.0765773,1.0764546,33.54512071229054,30.390812,36.840031,10.276811666666616,22.0,b1c38,617.0,7.0,40.0,3.6
0.016117105,1.0765531,1.0764669,33.49880933175351,30.405621,36.843082,10.1933633333334,23.0,b1c38,617.0,7.0,40.0,3.6
0.016120879,1.0764817,1.0763685,33.57613120446091,30.557842,36.905769,10.193114999999914,24.0,b1c38,617.0,7.0,40.0,3.6
0.01612119,1.0764562,1.0764109,33.594148639481055,30.406586,36.917709,10.275591666666635,25.0,b1c38,617.0,7.0,40.0,3.6
0.016126294,1.0763929,1.0764616,33.64545822718803,30.485693,36.963261,10.275511666666716,26.0,b1c38,617.0,7.0,40.0,3.6
0.016136514,1.0764216,1.0762899,33.57680989184059,30.412481,36.905006,10.193421666666593,27.0,b1c38,617.0,7.0,40.0,3.6
0.0161376,1.0765172,1.0764073,33.44877192974444,30.303377,36.858818,10.276168333333286,28.0,b1c38,617.0,7.0,40.0,3.6
0.016165961,1.0764701,1.0764263,33.55156293400547,30.387976,36.911766,10.19368333333332,29.0,b1c38,617.0,7.0,40.0,3.6
0.016122896,1.0764627,1.0764024,33.55390958169927,30.409458,36.94157,10.19345000000006,30.0,b1c38,617.0,7.0,40.0,3.6
0.016135423,1.076479,1.0764285,33.56144237569048,30.404129,36.954384,10.27705833333336,31.0,b1c38,617.0,7.0,40.0,3.6
0.016126454,1.0765368,1.0764402,33.59514754697677,30.429499,36.986897,10.191476666666617,32.0,b1c38,617.0,7.0,40.0,3.6
0.016144915,1.0764933,1.0764104,33.588323788571465,30.41708,36.929501,10.276781666666649,33.0,b1c38,617.0,7.0,40.0,3.6
0.016153637,1.0765564,1.0764136,33.59215198261678,30.412712,36.988106,10.192349999999957,34.0,b1c38,617.0,7.0,40.0,3.6
0.016181931,1.0765474,1.0764508,33.5934071562791,30.425837,37.040291,10.19055833333332,35.0,b1c38,617.0,7.0,40.0,3.6
0.016165059,1.0766544,1.0763664,33.63437748089475,30.426632,37.038181,10.273665000000134,36.0,b1c38,617.0,7.0,40.0,3.6
0.016149901,1.0765725,1.0764438,33.66528888663593,30.482536,37.156582,10.191155000000192,37.0,b1c38,617.0,7.0,40.0,3.6
0.016166979,1.0765606,1.0763403,33.65030284033615,30.474491,37.126541,10.191593333333488,38.0,b1c38,617.0,7.0,40.0,3.6
0.016149392,1.0764303,1.0763632,33.717746649816185,30.540215,37.114624,10.276331666666616,39.0,b1c38,617.0,7.0,40.0,3.6
0.016160065,1.0763978,1.076331,33.70642563541664,30.465515,37.164795,10.275578333333154,40.0,b1c38,617.0,7.0,40.0,3.6
0.016177192,1.0765204,1.0763948,33.689996935041165,30.495127,37.21085,10.273951666666836,41.0,b1c38,617.0,7.0,40.0,3.6
0.016169431,1.0763948,1.0762589,33.681065071694576,30.479124,37.164028,10.276128333333569,42.0,b1c38,617.0,7.0,40.0,3.6
0.016194722,1.0763049,1.0762486,33.69086615828673,30.496204,37.227085,10.276411666666778,43.0,b1c38,617.0,7.0,40.0,3.6
0.016178507,1.0762593,1.0762702,33.594743641073144,30.399288,37.164253,10.27682333333311,44.0,b1c38,617.0,7.0,40.0,3.6
0.016189151,1.076249,1.0761949,33.568736564173584,30.34967,37.119045,10.192741666666794,45.0,b1c38,617.0,7.0,40.0,3.6
0.016186124,1.0762804,1.0762241,33.63619661767441,30.349751,37.211807,10.277353333333544,46.0,b1c38,617.0,7.0,40.0,3.6
0.016190356,1.0761845,1.0761436,33.57915727221705,30.288816,37.139252,10.276848333333328,47.0,b1c38,617.0,7.0,40.0,3.6
0.016197074,1.0762113,1.0760394,33.563452210922755,30.318817,37.186012,10.192139999999684,48.0,b1c38,617.0,7.0,40.0,3.6
0.016223524,1.0761304,1.076129,33.62604010717607,30.352013,37.295391,10.276248333333449,49.0,b1c38,617.0,7.0,40.0,3.6
0.016196873,1.0761048,1.0760677,33.64406060704362,30.362293,37.266716,10.193023333333258,50.0,b1c38,617.0,7.0,40.0,3.6
0.016234316,1.0760692,1.0760459,33.61364837975859,30.338066,37.359093,10.27739166666676,51.0,b1c38,617.0,7.0,40.0,3.6
0.016198516,1.0761567,1.07627,33.92405732225297,30.695377,37.661476,10.27627333333318,52.0,b1c38,617.0,7.0,40.0,3.6
0.016130161,1.0762447,1.0763674,34.1827116873266,30.974155,37.89053,10.193928333333558,53.0,b1c38,617.0,7.0,40.0,3.6
0.016079495,1.0764885,1.0764719,34.33611440530301,31.168812,37.995705,10.27588333333309,54.0,b1c38,617.0,7.0,40.0,3.6
0.016066672,1.0765458,1.0764817,34.398442210380004,31.17009,37.927979,10.191113333333243,55.0,b1c38,617.0,7.0,40.0,3.6
0.016085157,1.0764264,1.0763344,34.17927627736552,30.956371,37.545738,10.19343333333333,56.0,b1c38,617.0,7.0,40.0,3.6
0.016162608,1.0760555,1.0759888,33.7762705445268,30.432913,37.463394,10.27597833333372,57.0,b1c38,617.0,7.0,40.0,3.6
0.016232789,1.0759931,1.0759432,33.760457592592545,30.43652,37.428005,10.19366000000009,58.0,b1c38,617.0,7.0,40.0,3.6
0.016239645,1.0759772,1.075785,33.66062538655461,30.439949,37.393406,10.276688333333489,59.0,b1c38,617.0,7.0,40.0,3.6
0.016242307,1.0759814,1.0759119,33.711642695652145,30.439358,37.524113,10.19283333333345,60.0,b1c38,617.0,7.0,40.0,3.6
0.01624449,1.0759788,1.0758703,33.762626132407405,30.439974,37.472198,10.274139999999898,61.0,b1c38,617.0,7.0,40.0,3.6
0.016243251,1.076007,1.0758303,33.7155284328766,30.434721,37.447475,10.193306666666468,62.0,b1c38,617.0,7.0,40.0,3.6
0.016248606,1.075967,1.0758239,33.73139195316804,30.456808,37.508583,10.192033333333288,63.0,b1c38,617.0,7.0,40.0,3.6
0.016245339,1.0759625,1.0758431,33.77482183538312,30.449917,37.515957,10.19295833333308,64.0,b1c38,617.0,7.0,40.0,3.6
0.016243001,1.0758206,1.0757375,33.75641154790702,30.448839,37.541885,10.275971666666738,65.0,b1c38,617.0,7.0,40.0,3.6
0.016253304,1.075868,1.075745,33.759039700186165,30.436152,37.52187,10.192431666666623,66.0,b1c38,617.0,7.0,40.0,3.6
0.016269881,1.0757705,1.0755969,33.740759287037065,30.445501,37.551762,10.192704999999842,67.0,b1c38,617.0,7.0,40.0,3.6
0.016265035,1.0757682,1.0756068,33.7597579953139,30.435757,37.534637,10.276248333333449,68.0,b1c38,617.0,7.0,40.0,3.6
0.016253728,1.075721,1.0756872,33.78328659981428,30.49107,37.606464,10.192198333333362,69.0,b1c38,617.0,7.0,40.0,3.6
0.016253913,1.0757377,1.0757132,33.73424143361185,30.421837,37.657318,10.192008333333554,70.0,b1c38,617.0,7.0,40.0,3.6
0.016284689,1.0756887,1.0757536,33.692209848739466,30.402052,37.560425,10.193000000000271,71.0,b1c38,617.0,7.0,40.0,3.6
0.016264057,1.0756935,1.0756534,33.73160240284363,30.456968,37.596149,10.192766666666529,72.0,b1c38,617.0,7.0,40.0,3.6
0.016275495,1.0756598,1.0756865,33.72860177554746,30.444139,37.607693,10.193168333332869,73.0,b1c38,617.0,7.0,40.0,3.6
0.016289918,1.0756664,1.0755045,33.749825495750684,30.423334,37.624393,10.19188833333319,74.0,b1c38,617.0,7.0,40.0,3.6
0.016279129,1.0756814,1.0754057,33.725798511584784,30.409225,37.578583,10.191261666666833,75.0,b1c38,617.0,7.0,40.0,3.6
0.01627522,1.0755619,1.0753672,33.689907886064056,30.364056,37.543785,10.192539999999765,76.0,b1c38,617.0,7.0,40.0,3.6
0.016299101,1.0755755,1.0755043,33.6748000366886,30.358955,37.569618,10.19346166666704,77.0,b1c38,617.0,7.0,40.0,3.6
0.016283326,1.0755782,1.07543,33.76062552025794,30.375109,37.674618,10.191828333333737,78.0,b1c38,617.0,7.0,40.0,3.6
0.016307833,1.0754811,1.0753604,33.72927702035146,30.405128,37.686626,10.275848333333366,79.0,b1c38,617.0,7.0,40.0,3.6
0.01631959,1.0754377,1.0753833,33.73756609778597,30.348644,37.650745,10.276284999999916,80.0,b1c38,617.0,7.0,40.0,3.6
0.016313426,1.0754542,1.0753365,33.758810607076256,30.321192,37.656727,10.275794999999926,81.0,b1c38,617.0,7.0,40.0,3.6
0.016312394,1.0753784,1.0753317,33.763554004716966,30.376577,37.690063,10.192153333333165,82.0,b1c38,617.0,7.0,40.0,3.6
0.016303798,1.075345,1.0753582,33.744766330215164,30.403255,37.684757,10.193054999999488,83.0,b1c38,617.0,7.0,40.0,3.6
0.016307723,1.0753717,1.0752735,33.73944284047405,30.356842,37.781769,10.193206666667054,84.0,b1c38,617.0,7.0,40.0,3.6
0.016283218,1.0753453,1.0751479,33.7904901911358,30.410065,37.746822,10.27660666666634,85.0,b1c38,617.0,7.0,40.0,3.6
0.016306512,1.0753521,1.07523,33.806856244464946,30.375307,37.787361,10.2769650000002,86.0,b1c38,617.0,7.0,40.0,3.6
0.016327659,1.0753189,1.0750859,33.774374640480566,30.384348,37.718742,10.275431666666798,87.0,b1c38,617.0,7.0,40.0,3.6
0.016334012,1.0752498,1.0751139,33.73569752173911,30.397949,37.839912,10.27511499999964,88.0,b1c38,617.0,7.0,40.0,3.6
0.01633567,1.0751642,1.075088,33.78745632971023,30.326355,37.769855,10.276416666667016,89.0,b1c38,617.0,7.0,40.0,3.6
0.016336847,1.0750827,1.0750206,33.73671195902432,30.336266,37.760609,10.193663333334069,90.0,b1c38,617.0,7.0,40.0,3.6
